listing_id,tower_number,transaction_date,unit_category,unit_number,floor_area_sqft,sale_price,listing_status,client_ref,transaction_date_parsed,sale_price_num,price_per_sqft
110008,11,04-01-2024,Apartment,1,1902.88,"$619,032.93",Sold,C0809,01-04-2024,619032.93,325.3136982
110019,11,04-01-2024,Apartment,3,1479.84,"$490,074.40",Available,,01-04-2024,490074.4,331.1671532
110043,11,04-01-2024,Apartment,5,1723.2,"$474,018.40",Sold,C0507,01-04-2024,474018.4,275.0803157
110081,11,04-01-2024,Apartment,10,1519.64,"$570,302.17",Sold,C1002,01-04-2024,570302.17,375.28768
110086,11,04-01-2024,Apartment,10,1519.64,"$398,549.19",Sold,C1478,01-04-2024,398549.19,262.26553
110152,11,04-01-2024,Apartment,15,1385.68,"$467,662.76",Sold,C0362,01-04-2024,467662.76,337.4969401
110213,11,04-01-2024,Apartment,25,1802.24,"$563,932.05",Sold,C0352,01-04-2024,563932.05,312.906189
110216,11,04-01-2024,Apartment,26,490.37,"$127,535.46",Available,,01-04-2024,127535.46,260.080062
110227,11,04-01-2024,Apartment,27,1638.1,"$533,052.17",Sold,C0750,01-04-2024,533052.17,325.408809
110271,11,04-01-2024,Apartment,32,1285.87,"$335,848.08",Sold,C0033,01-04-2024,335848.08,261.1835411
110292,11,04-01-2024,Apartment,36,1752.38,"$556,269.12",Sold,C1229,01-04-2024,556269.12,317.4363551
110295,11,04-01-2024,Apartment,36,1752.38,"$484,226.87",Sold,C1135,01-04-2024,484226.87,276.3252662
110298,11,04-01-2024,Apartment,36,1752.38,"$493,489.81",Sold,C0395,01-04-2024,493489.81,281.6111859
110300,11,04-01-2024,Apartment,37,1368.16,"$398,828.22",Available,,01-04-2024,398828.22,291.5070021
110308,11,04-01-2024,Apartment,38,788.47,"$243,478.99",Available,,01-04-2024,243478.99,308.7993075
110316,11,04-01-2024,Apartment,38,788.47,"$205,406.56",Sold,C1439,01-04-2024,205406.56,260.5128413
110322,11,04-01-2024,Apartment,38,788.47,"$251,730.82",Sold,C0279,01-04-2024,251730.82,319.2649308
110337,11,04-01-2024,Apartment,42,808.59,"$214,864.23",Sold,C1842,01-04-2024,214864.23,265.7270434
110348,11,04-01-2024,Apartment,42,808.59,"$250,716.18",Sold,C1416,01-04-2024,250716.18,310.0658925
110423,11,04-01-2024,Apartment,50,948.72,"$235,489.44",Sold,C1777,01-04-2024,235489.44,248.2180622
110429,11,04-01-2024,Apartment,51,1318.98,"$348,008.75",Sold,C0719,01-04-2024,348008.75,263.8468741
110435,11,04-01-2024,Apartment,52,1397.58,"$387,772.79",Sold,C0975,01-04-2024,387772.79,277.460174
110450,11,04-01-2024,Office,52,1397.58,"$431,012.78",Sold,C0704,01-04-2024,431012.78,308.3993618
110451,11,04-01-2024,Office,52,1397.58,"$488,040.25",Sold,C1589,01-04-2024,488040.25,349.2038023
110459,11,04-01-2024,Apartment,53,1069.19,"$273,648.12",Available,,01-04-2024,273648.12,255.9396553
110489,11,04-01-2024,Apartment,57,1008.58,"$326,858.35",Sold,C0215,01-04-2024,326858.35,324.0777628
110499,11,04-01-2024,Apartment,59,782.92,"$240,569.01",Sold,C1858,01-04-2024,240569.01,307.2715092
110516,11,04-01-2024,Apartment,61,1299.46,"$356,283.42",Available,,01-04-2024,356283.42,274.1780586
110548,11,04-01-2024,Apartment,64,1916.26,"$622,467.75",Available,,01-04-2024,622467.75,324.8347041
110549,11,04-01-2024,Apartment,64,1916.26,"$606,614.22",Sold,C0714,01-04-2024,606614.22,316.5615418
110553,11,04-01-2024,Apartment,64,1916.26,"$548,573.88",Sold,C0447,01-04-2024,548573.88,286.2731988
110556,11,04-01-2024,Apartment,65,1427.09,"$419,700.56",Available,,01-04-2024,419700.56,294.0953689
120018,12,04-01-2024,Apartment,2,1285.87,"$344,289.15",Sold,C0526,01-04-2024,344289.15,267.7480227
120070,12,04-01-2024,Apartment,8,1803.36,"$551,021.09",Available,,01-04-2024,551021.09,305.5524632
120115,12,04-01-2024,Apartment,14,1369.96,"$369,810.40",Sold,C1506,01-04-2024,369810.4,269.9424801
120126,12,04-01-2024,Apartment,15,1456.98,"$419,994.84",Sold,C0599,01-04-2024,419994.84,288.2639707
120143,12,04-01-2024,Apartment,16,1523.02,"$535,623.53",Sold,C0901,01-04-2024,535623.53,351.6851584
120155,12,04-01-2024,Apartment,17,1428.55,"$462,687.49",Available,,01-04-2024,462687.49,323.8861013
120191,12,04-01-2024,Apartment,22,892.67,"$287,870.29",Sold,C0111,01-04-2024,287870.29,322.4823171
120194,12,04-01-2024,Apartment,22,892.67,"$302,299.24",Available,,01-04-2024,302299.24,338.646129
120196,12,04-01-2024,Apartment,22,892.67,"$275,571.27",Available,,01-04-2024,275571.27,308.7045269
120238,12,04-01-2024,Apartment,25,1540.51,"$508,725.94",Sold,C0843,01-04-2024,508725.94,330.2321569
120264,12,04-01-2024,Apartment,28,1563.65,"$494,567.75",Sold,C0479,01-04-2024,494567.75,316.2905701
120280,12,04-01-2024,Apartment,30,622.2,"$198,851.29",Sold,C0195,01-04-2024,198851.29,319.5938444
120291,12,04-01-2024,Apartment,33,1232.2,"$356,644.67",Sold,C1597,01-04-2024,356644.67,289.4373235
120297,12,04-01-2024,Office,33,1232.2,"$403,361.09",Sold,C0896,01-04-2024,403361.09,327.3503409
120323,12,04-01-2024,Apartment,35,1690.62,"$478,604.48",Sold,C0185,01-04-2024,478604.48,283.0940602
120337,12,04-01-2024,Apartment,37,1681.78,"$540,633.13",Sold,C0628,01-04-2024,540633.13,321.4648349
120357,12,04-01-2024,Apartment,38,1157.23,"$339,572.46",Sold,C1170,01-04-2024,339572.46,293.4355832
120376,12,04-01-2024,Office,40,1562.24,"$510,060.40",Sold,C0104,01-04-2024,510060.4,326.4929844
120382,12,04-01-2024,Apartment,42,596.21,"$186,738.87",Sold,C0102,01-04-2024,186738.87,313.2098925
120387,12,04-01-2024,Apartment,44,635.36,"$192,057.65",Sold,C0603,01-04-2024,192057.65,302.2816199
120411,12,04-01-2024,Apartment,47,1528.05,"$410,486.46",Sold,C0200,01-04-2024,410486.46,268.6341808
130011,13,04-01-2024,Apartment,1,1899.92,"$501,892.72",Sold,C0516,01-04-2024,501892.72,264.1651859
130047,13,04-01-2024,Apartment,4,1629.74,"$527,379.30",Available,,01-04-2024,527379.3,323.5971996
130070,13,04-01-2024,Office,8,1449.43,"$474,592.55",Sold,C0445,01-04-2024,474592.55,327.4339223
130083,13,04-01-2024,Apartment,10,1314.38,"$477,256.95",Sold,C0455,01-04-2024,477256.95,363.1042393
130096,13,04-01-2024,Apartment,11,1678.3,"$453,899.37",Sold,C0330,01-04-2024,453899.37,270.451868
130124,13,04-01-2024,Apartment,15,458.29,"$109,548.52",Sold,C0611,01-04-2024,109548.52,239.0375526
130150,13,04-01-2024,Apartment,17,1278.95,"$412,844.86",Sold,C1247,01-04-2024,412844.86,322.7998436
130165,13,04-01-2024,Apartment,19,758.69,"$216,204.88",Available,,01-04-2024,216204.88,284.9713058
130178,13,04-01-2024,Apartment,20,516.72,"$136,142.93",Available,,01-04-2024,136142.93,263.4752477
130223,13,04-01-2024,Apartment,25,633.86,"$179,447.57",Sold,C0198,01-04-2024,179447.57,283.1028461
130237,13,04-01-2024,Apartment,28,1173.72,"$356,486.11",Available,,01-04-2024,356486.11,303.7232986
130250,13,04-01-2024,Apartment,29,568.7,"$175,980.46",Sold,C0623,01-04-2024,175980.46,309.4433972
130257,13,04-01-2024,Apartment,30,1777.51,"$431,607.94",Sold,C0667,01-04-2024,431607.94,242.8160404
130275,13,04-01-2024,Apartment,32,1114.07,"$342,505.69",Sold,C1110,01-04-2024,342505.69,307.4364178
130304,13,04-01-2024,Office,33,1445.84,"$450,616.46",Available,,01-04-2024,450616.46,311.664126
130331,13,04-01-2024,Apartment,37,1555.67,"$442,624.97",Sold,C1739,01-04-2024,442624.97,284.5236908
130339,13,04-01-2024,Office,38,656.42,"$198,464.63",Available,,01-04-2024,198464.63,302.3439718
130352,13,04-01-2024,Apartment,39,1054.77,"$320,895.67",Available,,01-04-2024,320895.67,304.2328375
130390,13,04-01-2024,Apartment,43,1875.83,"$601,046.95",Sold,C0951,01-04-2024,601046.95,320.4165356
130393,13,04-01-2024,Apartment,43,1875.83,"$448,684.49",Available,,01-04-2024,448684.49,239.1925121
130401,13,04-01-2024,Apartment,45,986.91,"$293,100.75",Sold,C0902,01-04-2024,293100.75,296.9883272
130421,13,04-01-2024,Apartment,47,1874.35,"$519,323.63",Sold,C0679,01-04-2024,519323.63,277.0686531
130426,13,04-01-2024,Apartment,47,1874.35,"$552,935.09",Sold,C1495,01-04-2024,552935.09,295.0009817
130427,13,04-01-2024,Apartment,47,1874.35,"$603,155.94",Sold,C0893,01-04-2024,603155.94,321.7947235
130433,13,04-01-2024,Apartment,47,1874.35,"$471,507.80",Available,,01-04-2024,471507.8,251.5580335
130436,13,04-01-2024,Apartment,48,1728.84,"$454,474.49",Sold,C1951,01-04-2024,454474.49,262.8782825
130441,13,04-01-2024,Apartment,49,572.01,"$139,828.56",Sold,C1593,01-04-2024,139828.56,244.4512509
130459,13,04-01-2024,Apartment,53,968.77,"$320,906.80",Sold,C0299,01-04-2024,320906.8,331.2517935
130468,13,04-01-2024,Apartment,53,968.77,"$354,588.81",Available,,01-04-2024,354588.81,366.0196022
130473,13,04-01-2024,Apartment,53,968.77,"$289,176.49",Sold,C0972,01-04-2024,289176.49,298.4986013
130475,13,04-01-2024,Apartment,54,1029.15,"$332,090.73",Available,,01-04-2024,332090.73,322.6844775
130483,13,04-01-2024,Apartment,56,606.9,"$192,486.80",Sold,C1330,01-04-2024,192486.8,317.1639479
130495,13,04-01-2024,Apartment,57,1717.49,"$486,561.68",Sold,C1924,01-04-2024,486561.68,283.2981153
130497,13,04-01-2024,Apartment,58,1115.72,"$319,673.49",Available,,01-04-2024,319673.49,286.5176657
130530,13,04-01-2024,Office,60,1401.81,"$468,196.39",Sold,C0067,01-04-2024,468196.39,333.9941861
130532,13,04-01-2024,Apartment,61,1333.63,"$406,850.28",Sold,C0407,01-04-2024,406850.28,305.069832
130562,13,04-01-2024,Apartment,65,612.66,"$169,224.66",Sold,C0738,01-04-2024,169224.66,276.2130056
130584,13,04-01-2024,Apartment,67,524.97,"$169,367.25",Sold,C0481,01-04-2024,169367.25,322.6227213
140015,14,04-01-2024,Apartment,4,1797.81,"$515,152.93",Sold,C1987,01-04-2024,515152.93,286.5447016
140032,14,04-01-2024,Apartment,5,424.34,"$115,887.11",Available,,01-04-2024,115887.11,273.0996606
140045,14,04-01-2024,Apartment,7,641.37,"$192,436.66",Available,,01-04-2024,192436.66,300.0400081
140143,14,04-01-2024,Apartment,15,784.04,"$257,066.62",Available,,01-04-2024,257066.62,327.8743687
140151,14,04-01-2024,Office,16,915.37,"$319,620.31",Sold,C1773,01-04-2024,319620.31,349.1706195
140152,14,04-01-2024,Office,16,915.37,"$288,465.73",Available,,01-04-2024,288465.73,315.135661
140223,14,04-01-2024,Apartment,24,1205.25,"$345,686.53",Sold,C1934,01-04-2024,345686.53,286.8172827
140336,14,04-01-2024,Apartment,40,532.44,"$151,228.65",Sold,C1066,01-04-2024,151228.65,284.0294681
140354,14,04-01-2024,Apartment,43,520.49,"$146,968.53",Sold,C0419,01-04-2024,146968.53,282.3657131
140355,14,04-01-2024,Apartment,43,520.49,"$167,318.39",Sold,C1658,01-04-2024,167318.39,321.4632174
140362,14,04-01-2024,Apartment,43,520.49,"$144,623.04",Sold,C0860,01-04-2024,144623.04,277.8594017
140432,14,04-01-2024,Apartment,51,1346.3,"$404,594.57",Sold,C1166,01-04-2024,404594.57,300.523338
140444,14,04-01-2024,Apartment,52,571.74,"$163,741.56",Sold,C0818,01-04-2024,163741.56,286.3916466
150007,15,04-01-2024,Apartment,1,1596.51,"$527,403.68",Sold,C1171,01-04-2024,527403.68,330.3478713
150019,15,04-01-2024,Apartment,2,1522.89,"$443,338.93",Sold,C0144,01-04-2024,443338.93,291.1168436
150021,15,04-01-2024,Apartment,2,1522.89,"$463,948.75",Sold,C0504,01-04-2024,463948.75,304.6502045
150023,15,04-01-2024,Apartment,3,748.99,"$232,738.11",Available,,01-04-2024,232738.11,310.7359377
150045,15,04-01-2024,Apartment,7,1113.85,"$339,062.68",Sold,C1096,01-04-2024,339062.68,304.4060511
150084,15,04-01-2024,Apartment,13,653.54,"$198,883.96",Sold,C0798,01-04-2024,198883.96,304.3179606
150096,15,04-01-2024,Apartment,15,522.71,"$153,702.37",Sold,C0095,01-04-2024,153702.37,294.0490329
150131,15,04-01-2024,Apartment,17,562.64,"$174,634.60",Sold,C1628,01-04-2024,174634.6,310.3842599
150147,15,04-01-2024,Apartment,18,567.74,"$176,372.47",Sold,C1342,01-04-2024,176372.47,310.6571142
150185,15,04-01-2024,Office,23,1279.23,"$377,637.01",Available,,01-04-2024,377637.01,295.2064992
150203,15,04-01-2024,Office,23,1279.23,"$381,854.67",Sold,C0619,01-04-2024,381854.67,298.5035295
150213,15,04-01-2024,Office,24,924.36,"$278,376.64",Sold,C1191,01-04-2024,278376.64,301.1560864
150229,15,04-01-2024,Apartment,26,961.01,"$259,608.83",Sold,C1246,01-04-2024,259608.83,270.1416531
150230,15,04-01-2024,Apartment,26,961.01,"$262,059.22",Available,,01-04-2024,262059.22,272.69146
150231,15,04-01-2024,Apartment,26,961.01,"$321,694.85",Sold,C0353,01-04-2024,321694.85,334.7466207
150237,15,04-01-2024,Apartment,28,1567.93,"$502,064.98",Sold,C0391,01-04-2024,502064.98,320.2087976
150246,15,04-01-2024,Apartment,29,1748.18,"$454,773.23",Available,,01-04-2024,454773.23,260.1409637
150264,15,04-01-2024,Apartment,31,1901.65,"$599,081.00",Sold,C0486,01-04-2024,599081,315.0322089
150267,15,04-01-2024,Apartment,31,1901.65,"$586,616.23",Available,,01-04-2024,586616.23,308.4774959
150299,15,04-01-2024,Apartment,35,745.49,"$216,924.99",Available,,01-04-2024,216924.99,290.9830984
150308,15,04-01-2024,Apartment,35,745.49,"$223,449.69",Sold,C0527,01-04-2024,223449.69,299.7353284
150340,15,04-01-2024,Apartment,39,1713.42,"$520,387.17",Available,,01-04-2024,520387.17,303.7125573
150362,15,04-01-2024,Apartment,44,1713.09,"$518,036.13",Sold,C0528,01-04-2024,518036.13,302.3986656
150368,15,04-01-2024,Apartment,45,1911.06,"$558,806.02",Sold,C1637,01-04-2024,558806.02,292.406319
150372,15,04-01-2024,Apartment,47,1358.77,"$381,303.70",Available,,01-04-2024,381303.7,280.6241674
150400,15,04-01-2024,Apartment,50,1841.5,"$556,838.33",Sold,C1771,01-04-2024,556838.33,302.3830193
150402,15,04-01-2024,Office,50,1841.5,"$548,477.55",Available,,01-04-2024,548477.55,297.8428184
150475,15,04-01-2024,Apartment,57,429.34,"$125,292.10",Sold,C0470,01-04-2024,125292.1,291.824894
150479,15,04-01-2024,Apartment,57,429.34,"$137,541.82",Sold,C0928,01-04-2024,137541.82,320.3564075
150480,15,04-01-2024,Apartment,57,429.34,"$124,270.90",Sold,C1088,01-04-2024,124270.9,289.4463595
160031,16,04-01-2024,Apartment,5,749.15,"$218,027.25",Sold,C0794,01-04-2024,218027.25,291.0328372
160046,16,04-01-2024,Apartment,6,1062.34,"$295,791.28",Sold,C1489,01-04-2024,295791.28,278.4337218
160073,16,04-01-2024,Apartment,9,1524.04,"$508,776.17",Sold,C0556,01-04-2024,508776.17,333.8338692
160105,16,04-01-2024,Apartment,11,1288.42,"$290,542.49",Available,,01-04-2024,290542.49,225.5029338
160129,16,04-01-2024,Apartment,14,660.84,"$189,045.87",Sold,C1840,01-04-2024,189045.87,286.0690485
160141,16,04-01-2024,Apartment,17,836.32,"$256,437.11",Sold,C0377,01-04-2024,256437.11,306.6255859
160199,16,04-01-2024,Apartment,25,853.37,"$281,656.80",Available,,01-04-2024,281656.8,330.0523806
160243,16,04-01-2024,Office,28,1440.71,"$401,828.82",Sold,C0354,01-04-2024,401828.82,278.9102734
160248,16,04-01-2024,Apartment,29,489.49,"$163,436.83",Sold,C0055,01-04-2024,163436.83,333.8920713
160270,16,04-01-2024,Apartment,33,881.17,"$287,687.55",Sold,C0507,01-04-2024,287687.55,326.4835957
160277,16,04-01-2024,Apartment,33,881.17,"$320,824.87",Sold,C1373,01-04-2024,320824.87,364.0896422
160306,16,04-01-2024,Apartment,35,629.97,"$170,560.58",Available,,01-04-2024,170560.58,270.7439719
160328,16,04-01-2024,Apartment,38,431.83,"$142,662.45",Sold,C0934,01-04-2024,142662.45,330.3671584
160336,16,04-01-2024,Office,40,688.81,"$212,720.73",Sold,C0786,01-04-2024,212720.73,308.8235217
160363,16,04-01-2024,Office,42,1496.62,"$469,434.95",Available,,01-04-2024,469434.95,313.6634216
170037,17,04-01-2024,Apartment,4,448.67,"$134,841.47",Sold,C1224,01-04-2024,134841.47,300.5359618
170066,17,04-01-2024,Apartment,8,1297.3,"$408,314.89",Sold,C0617,01-04-2024,408314.89,314.742072
170077,17,04-01-2024,Apartment,10,1059.07,"$330,112.83",Available,,01-04-2024,330112.83,311.7006713
170115,17,04-01-2024,Apartment,13,916.9,"$274,356.57",Sold,C1534,01-04-2024,274356.57,299.2219108
170117,17,04-01-2024,Apartment,14,1646.02,"$475,302.44",Sold,C1297,01-04-2024,475302.44,288.7586056
170150,17,04-01-2024,Apartment,16,1693,"$525,796.95",Sold,C1222,01-04-2024,525796.95,310.5711459
170182,17,04-01-2024,Apartment,20,792.27,"$244,945.04",Sold,C1666,01-04-2024,244945.04,309.168642
170211,17,04-01-2024,Office,24,894.72,"$311,703.16",Sold,C1650,01-04-2024,311703.16,348.3806778
170224,17,04-01-2024,Apartment,26,929.59,"$255,120.03",Sold,C1797,01-04-2024,255120.03,274.4436042
170239,17,04-01-2024,Apartment,27,677.24,"$183,228.95",Sold,C1791,01-04-2024,183228.95,270.5524629
170241,17,04-01-2024,Office,27,677.24,"$201,016.28",Sold,C1582,01-04-2024,201016.28,296.8169039
170259,17,04-01-2024,Office,31,1806.06,"$617,233.28",Available,,01-04-2024,617233.28,341.7567966
170264,17,04-01-2024,Office,32,954.54,"$342,915.63",Available,,01-04-2024,342915.63,359.2469986
170269,17,04-01-2024,Apartment,32,954.54,"$272,169.11",Sold,C1707,01-04-2024,272169.11,285.1311731
170278,17,04-01-2024,Apartment,33,1532.89,"$575,664.65",Sold,C1417,01-04-2024,575664.65,375.542048
170309,17,04-01-2024,Office,38,721.83,"$197,541.36",Sold,C0403,01-04-2024,197541.36,273.6674286
170393,17,04-01-2024,Apartment,48,1833.96,"$535,553.54",Sold,C1269,01-04-2024,535553.54,292.0202949
170406,17,04-01-2024,Apartment,48,1833.96,"$518,130.19",Sold,C1830,01-04-2024,518130.19,282.5198968
170417,17,04-01-2024,Apartment,48,1833.96,"$626,692.98",Sold,C1433,01-04-2024,626692.98,341.7157299
170418,17,04-01-2024,Office,48,1833.96,"$674,268.09",Sold,C1198,01-04-2024,674268.09,367.6569227
170439,17,04-01-2024,Office,51,1375.52,"$415,531.04",Sold,C0833,01-04-2024,415531.04,302.0901477
170449,17,04-01-2024,Apartment,52,1742.3,"$537,510.16",Sold,C1381,01-04-2024,537510.16,308.5060897
180007,18,04-01-2024,Apartment,1,1379.64,"$437,818.55",Sold,C0783,01-04-2024,437818.55,317.3426039
180053,18,04-01-2024,Apartment,6,840.25,"$241,961.70",Sold,C0372,01-04-2024,241961.7,287.9639393
180084,18,04-01-2024,Apartment,11,507.04,"$157,025.94",Available,,01-04-2024,157025.94,309.6914247
180098,18,04-01-2024,Apartment,14,1742.3,"$489,746.26",Available,,01-04-2024,489746.26,281.0918097
180172,18,04-01-2024,Apartment,22,1108.09,"$326,697.81",Available,,01-04-2024,326697.81,294.8296709
180191,18,04-01-2024,Office,25,911.94,"$319,887.69",Sold,C0602,01-04-2024,319887.69,350.7771235
180198,18,04-01-2024,Apartment,25,911.94,"$277,921.61",Sold,C0209,01-04-2024,277921.61,304.7586574
180211,18,04-01-2024,Apartment,27,650.82,"$174,509.72",Available,,01-04-2024,174509.72,268.1382256
180212,18,04-01-2024,Apartment,27,650.82,"$182,266.87",Sold,C0050,01-04-2024,182266.87,280.0572662
180232,18,04-01-2024,Apartment,29,578.36,"$192,263.39",Sold,C0335,01-04-2024,192263.39,332.4285739
180254,18,04-01-2024,Apartment,30,1795.66,"$553,662.07",Available,,01-04-2024,553662.07,308.3334651
180271,18,04-01-2024,Apartment,32,1512.9,"$391,108.87",Sold,C0484,01-04-2024,391108.87,258.516009
180272,18,04-01-2024,Apartment,32,1512.9,"$478,922.56",Sold,C0916,01-04-2024,478922.56,316.5592967
180302,18,04-01-2024,Apartment,36,1089.77,"$360,807.72",Sold,C0083,01-04-2024,360807.72,331.0861191
180316,18,04-01-2024,Apartment,36,1089.77,"$333,843.01",Sold,C0567,01-04-2024,333843.01,306.3426319
180341,18,04-01-2024,Apartment,39,662.88,"$175,812.42",Sold,C1956,01-04-2024,175812.42,265.2251086
180344,18,04-01-2024,Apartment,39,662.88,"$202,760.50",Sold,C0608,01-04-2024,202760.5,305.8781378
180357,18,04-01-2024,Apartment,40,990.46,"$368,358.25",Sold,C0525,01-04-2024,368358.25,371.9062355
180373,18,04-01-2024,Apartment,41,852.83,"$253,379.80",Sold,C1487,01-04-2024,253379.8,297.1046985
180433,18,04-01-2024,Apartment,49,1457.92,"$461,448.14",Available,,01-04-2024,461448.14,316.5112901
180472,18,04-01-2024,Apartment,53,1806.7,"$499,227.25",Sold,C1236,01-04-2024,499227.25,276.319948
180474,18,04-01-2024,Apartment,53,1806.7,"$579,753.40",Sold,C0731,01-04-2024,579753.4,320.8907954
180483,18,04-01-2024,Apartment,53,1806.7,"$524,447.11",Sold,C0177,01-04-2024,524447.11,290.2790225
180485,18,04-01-2024,Apartment,54,1756.12,"$508,227.88",Sold,C0442,01-04-2024,508227.88,289.4038448
180497,18,04-01-2024,Apartment,55,930.04,"$231,475.70",Available,,01-04-2024,231475.7,248.8878973
180501,18,04-01-2024,Office,55,930.04,"$262,939.01",Sold,C1503,01-04-2024,262939.01,282.7179584
180505,18,04-01-2024,Apartment,56,1311.59,"$361,624.36",Sold,C1364,01-04-2024,361624.36,275.7144839
180507,18,04-01-2024,Apartment,56,1311.59,"$448,282.99",Sold,C0684,01-04-2024,448282.99,341.7859163
180530,18,04-01-2024,Apartment,60,1488.67,"$461,412.78",Sold,C1659,01-04-2024,461412.78,309.9496732
180544,18,04-01-2024,Apartment,62,1330.41,"$366,764.33",Available,,01-04-2024,366764.33,275.6776708
180557,18,04-01-2024,Apartment,65,996.32,"$310,519.60",Available,,01-04-2024,310519.6,311.6665328
180562,18,04-01-2024,Apartment,66,1631.24,"$507,703.53",Available,,01-04-2024,507703.53,311.2377884
180574,18,04-01-2024,Office,66,1631.24,"$477,545.71",Available,,01-04-2024,477545.71,292.7501226
190014,19,04-01-2024,Apartment,4,1225.38,"$342,245.42",Sold,C1744,01-04-2024,342245.42,279.2973771
190035,19,04-01-2024,Apartment,6,1067.81,"$304,055.72",Sold,C1657,01-04-2024,304055.72,284.7470243
190038,19,04-01-2024,Office,7,973.6,"$367,468.14",Sold,C0124,01-04-2024,367468.14,377.4323541
190053,19,04-01-2024,Office,8,974.77,"$279,169.46",Sold,C1522,01-04-2024,279169.46,286.3952112
190109,19,04-01-2024,Apartment,15,538.06,"$160,523.29",Sold,C1502,01-04-2024,160523.29,298.3371557
190169,19,04-01-2024,Office,21,477.75,"$179,270.66",Sold,C1414,01-04-2024,179270.66,375.2394767
190174,19,04-01-2024,Apartment,21,477.75,"$158,607.61",Sold,C1593,01-04-2024,158607.61,331.9887179
190186,19,04-01-2024,Office,22,935.25,"$317,549.96",Available,,01-04-2024,317549.96,339.534841
190196,19,04-01-2024,Apartment,24,620.51,"$187,120.57",Sold,C0651,01-04-2024,187120.57,301.5593141
190215,19,04-01-2024,Apartment,26,668.24,"$149,009.73",Sold,C0004,01-04-2024,149009.73,222.9883425
190267,19,04-01-2024,Apartment,31,1089.64,"$312,192.36",Sold,C0407,01-04-2024,312192.36,286.5096362
190279,19,04-01-2024,Apartment,32,1048.61,"$326,363.04",Sold,C1359,01-04-2024,326363.04,311.2339573
190287,19,04-01-2024,Apartment,33,1454.84,"$404,194.49",Available,,01-04-2024,404194.49,277.8274518
190338,19,04-01-2024,Office,40,893.49,"$309,197.05",Available,,01-04-2024,309197.05,346.0554119
190373,19,04-01-2024,Apartment,42,1137.59,"$342,883.79",Available,,01-04-2024,342883.79,301.4124509
190379,19,04-01-2024,Apartment,43,1697.72,"$518,931.48",Sold,C1457,01-04-2024,518931.48,305.6637608
190392,19,04-01-2024,Apartment,44,982.8,"$293,683.97",Available,,01-04-2024,293683.97,298.8237383
190429,19,04-01-2024,Apartment,49,1004.26,"$338,389.69",Available,,01-04-2024,338389.69,336.9542648
200001,20,04-01-2024,Apartment,1,1898.39,"$736,652.27",Sold,C1473,01-04-2024,736652.27,388.0405343
200040,20,04-01-2024,Apartment,4,631.75,"$202,971.33",Sold,C0566,01-04-2024,202971.33,321.284258
200098,20,04-01-2024,Office,13,1587.57,"$550,255.37",Available,,01-04-2024,550255.37,346.6022727
200108,20,04-01-2024,Apartment,14,837.37,"$254,752.28",Sold,C1714,01-04-2024,254752.28,304.2290505
200109,20,04-01-2024,Office,14,837.37,"$294,810.23",Available,,01-04-2024,294810.23,352.0668641
200132,20,04-01-2024,Apartment,16,645.44,"$169,762.78",Available,,01-04-2024,169762.78,263.0186849
200186,20,04-01-2024,Apartment,20,1110.23,"$384,238.93",Available,,01-04-2024,384238.93,346.089486
200209,20,04-01-2024,Apartment,26,1941.62,"$563,448.90",Sold,C1804,01-04-2024,563448.9,290.1952493
200236,20,04-01-2024,Apartment,29,1844.16,"$466,648.29",Sold,C1619,01-04-2024,466648.29,253.0411081
200237,20,04-01-2024,Apartment,29,1844.16,"$575,218.75",Sold,C0761,01-04-2024,575218.75,311.9136897
200267,20,04-01-2024,Apartment,31,1414.44,"$479,436.79",Available,,01-04-2024,479436.79,338.9587328
200279,20,04-01-2024,Apartment,31,1414.44,"$400,106.01",Sold,C1932,01-04-2024,400106.01,282.8723806
200309,20,04-01-2024,Apartment,33,630.53,"$154,906.87",Sold,C1445,01-04-2024,154906.87,245.6772398
200329,20,04-01-2024,Apartment,36,1484.99,"$394,492.38",Available,,01-04-2024,394492.38,265.6532233
200339,20,04-01-2024,Apartment,37,632.35,"$200,206.90",Sold,C1394,01-04-2024,200206.9,316.6077331
200347,20,04-01-2024,Apartment,38,1499.47,"$402,705.53",Sold,C0201,01-04-2024,402705.53,268.5652464
200365,20,04-01-2024,Apartment,40,428.03,"$116,809.59",Available,,01-04-2024,116809.59,272.9004743
200373,20,04-01-2024,Apartment,40,428.03,"$118,965.05",Sold,C1945,01-04-2024,118965.05,277.9362428
200413,20,04-01-2024,Apartment,47,590.12,"$150,873.32",Sold,C1171,01-04-2024,150873.32,255.6654918
200427,20,04-01-2024,Apartment,48,860.8,"$292,476.39",Sold,C0199,01-04-2024,292476.39,339.7727579
200442,20,04-01-2024,Apartment,49,880.76,"$254,985.85",Sold,C1681,01-04-2024,254985.85,289.5066193
200464,20,04-01-2024,Apartment,52,1634.67,"$457,871.48",Sold,C1017,01-04-2024,457871.48,280.1002527
200473,20,04-01-2024,Apartment,54,589.61,"$211,209.42",Sold,C0664,01-04-2024,211209.42,358.2188565
200475,20,04-01-2024,Apartment,54,589.61,"$165,450.84",Sold,C0271,01-04-2024,165450.84,280.6106409
200478,20,04-01-2024,Apartment,54,589.61,"$188,272.10",Sold,C0677,01-04-2024,188272.1,319.3163277
200479,20,04-01-2024,Apartment,54,589.61,"$181,148.12",Sold,C1404,01-04-2024,181148.12,307.2337986
